,polarity,text
824,negative,"@JumiaKenya MY ODER NUMBER IS #306351786,ITS CONFIRMED THAT I SHUD GET IT TODAY WHATS IS GOING ON???"
357,negative,@JumiaKenya i bought a hollywood night whitening cream but its not working
838,neutral,0736187322
972,neutral,My order number is 309629596
1084,neutral,@JumiaKenya please cancel #301835586 because i have replaced it with #305143586
1793,neutral,Check DM
398,neutral,do you have any news?
1326,neutral,I got a text from you yesterday that the order will be delivered within 24hours from yesterday. How comes now you aren't specific on time?
1472,negative,"@JumiaKenya 10th since i took a phone , which i bought from you, to customer care, do i have to look for them still?"
419,positive,@JumiaKenya thanks for your early delivery was able to cheer my unwell son with pretty B-Day present Asante sana pic.twitter.com/ADZaBRdT5I
1439,neutral,Follow me
574,negative,"Eh I'm crying, real tears....302531196"
1625,neutral,@JumiaKenya i need to cancel an order.please help.
1622,negative,@JumiaKenya please cancel the order 307615986.
304,negative,"@JumiaKenya , halafu, kuna memory card I bought from your online store that isn't working. I picked it up on 22/08 (jana). Naweza return?"
411,positive,thank you and keep up the good work and customer service
1269,positive,I was able to visit the office and they helped. Thank you
1288,neutral,Thank you
1645,negative,@JumiaKenya I would like to cancel an order No 302165986 kindly
362,negative,you people sold me a fake phone
770,negative,@JumiaKenya Why did you cancel my order 308326186? Proceed to make a new order 304828386.
504,negative,@JumiaKenya Please check on my returned order and confirm when it will be delivered. I am disappointed with you.
243,neutral,peterprofowino@gmail.com
1219,neutral,The black shoe is smaller needed same size as the brown one pic.twitter.com/vDayaYsbXJ
533,negative,The delivery period has already passed by with another 7 days.
425,neutral,the order no. Is 308319586.
30,negative,I hope it wont take too long. These were gifts for my children and they are very disappointed. I suggest you replace the two faulty units.
1661,negative,@JumiaKenya hi. My Bluetooth earpiece was missing a charger order number 307467686. Please assist
197,neutral,"My query is not about the order number, I already have the screen with me and just want a yes or no answer kindly."
1111,positive,@JumiaKenya : FOMO! FOMO! FOMO! Tell your BFF! https:// goo.gl/kGQdxo pic.twitter.com/y3d8EGBwwQ https:// m.twitter.com/JumiaKenya
1011,neutral,"Alright,thanks"
317,neutral,See the cursor pic.twitter.com/U8eBtTHBfI
871,neutral,And it had a completely different order number to the one I gave you. The order number I gave is still being processed and it was local.
375,neutral,@JumiaKenya @jumia order no 302611986 is it ready because I am in msa if update me
1128,neutral,@JumiaKenya pic.twitter.com/WJXqwmkQvK
497,negative,@JumiaKenya kindly check on this complain I bought a memory card which is faulty. My order no 305139386.pls plan to pick n replace it.
1558,neutral,Other than these terms https://www. jumia.co.ke/terms-and-cond itions/ … are there special terms and conditions for black friday or other on offer deals?
875,neutral,Who?
394,neutral,I dont have an Order Number.I wante to know the process plus the latest Nokia lumia phones available.Thank you
982,neutral,OK thanks
775,neutral,@JumiaKenya hi kindly check my order address 308576386
1790,negative,@JumiaKenya I have not received these items I ordered long ago and am yet to receive after paying long ago pic.twitter.com/QLyLO9DJcf
1053,neutral,meaning il get my items on next week part one for locally available items and global after a month
241,negative,@JumiaKenya bought a home theater but it seems you guys ripped me off
449,negative,the flash is not reading on my phone nor laptop. .trying to copy anything to it cant be detected
154,negative,"@JumiaKenya hi,why did you stop giving us the pampers diaper offer??we miss it"
1157,neutral,@JumiaKenya hi jumia? Can I change an order I placed yesterday?
1476,negative,there was a blender my girlfriend purchased and returned but apparently the same blender was sent back please advise.
382,negative,"@JumiaKenya Jumia customer care numbers are automated, so impossible to talk to customer service staff. Emails to queries not answered too"
